S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state,constituency,value
902,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88,Maharashtra,Chandrapur - 13,S1313
903,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89,Maharashtra,Dhule - 2,S132
904,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53,Maharashtra,Dindori  - 20,S1320
905,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97,Maharashtra,Gadchiroli - Chimur - 12,S1312
906,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14,Maharashtra,Hatkanangale - 48,S1348
907,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49,Maharashtra,Hingoli - 15,S1315
908,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67,Maharashtra,Jalgaon - 3,S133
909,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59,Maharashtra,Jalna - 18,S1318
910,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38,Maharashtra,Kalyan - 24,S1324
911,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15,Maharashtra,Kolhapur - 47,S1347
912,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15,Maharashtra,Latur  - 41,S1341
913,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,618566,3647,622213,48.86,Maharashtra,Madha - 43,S1343
914,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81,Maharashtra,Maval - 33,S1333
915,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68,Maharashtra,Mumbai North - 26,S1326
916,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93,Maharashtra,Mumbai North Central - 29,S1329
917,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67,Maharashtra,Mumbai North East - 28,S1328
918,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4,Maharashtra,Mumbai North West - 27,S1327
919,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,Maharashtra,Mumbai South - 31,S1331
920,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73,Maharashtra,Mumbai South Central - 30,S1330
921,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08,Maharashtra,Nagpur - 10,S1310
922,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88,Maharashtra,Nanded - 16,S1316
923,ADV GOWAAL KAGADA PADAVI,Indian National Congress,744879,1119,745998,53.53,Maharashtra,Nandurbar - 1,S131
924,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85,Maharashtra,Nashik - 21,S1321
925,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),743597,5155,748752,58.45,Maharashtra,Osmanabad - 40,S1340
926,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69,Maharashtra,Palghar - 22,S1322
927,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17,Maharashtra,Parbhani - 17,S1317
928,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94,Maharashtra,Pune - 34,S1334
929,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17,Maharashtra,Raigad - 32,S1332
930,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94,Maharashtra,Ramtek  - 9,S139
931,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07,Maharashtra,Ratnagiri- Sindhudurg - 46,S1346
932,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84,Maharashtra,Raver - 4,S134
933,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91,Maharashtra,Sangli - 44,S1344
934,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67,Maharashtra,Satara - 45,S1345
935,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),475637,1263,476900,45,Maharashtra,Shirdi  - 38,S1338
936,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83,Maharashtra,Shirur - 36,S1336
937,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49,Maharashtra,Solapur - 42,S1342
938,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09,Maharashtra,Thane - 25,S1325
939,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68,Maharashtra,Wardha - 8,S138
940,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,Maharashtra,Yavatmal- Washim - 14,S1314
941,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,622144,2653,624797,47.14,Maharashtra,Ahmednagar - 37,S1337
942,ANUP SANJAY DHOTRE,Bharatiya Janata Party,454972,2058,457030,38.96,Maharashtra,Akola - 6,S136
943,BALWANT BASWANT WANKHADE,Indian National Congress,524136,2135,526271,44.84,Maharashtra,Amravati  - 7,S137
944,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56,Maharashtra,Aurangabad - 19,S1319
945,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85,Maharashtra,Baramati - 35,S1335
946,BAJRANG MANOHAR SONWANE,Nationalist Congress Party – Sharadchandra Pawar,682532,1418,683950,44.93,Maharashtra,Beed - 39,S1339
947,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56,Maharashtra,Bhandara Gondiya - 11,S1311
948,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar,498199,1265,499464,39.85,Maharashtra,Bhiwandi - 23,S1323
949,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289,1578,349867,31.53,Maharashtra,Buldhana - 5,S135
950,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88,Maharashtra,Chandrapur - 13,S1313
951,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89,Maharashtra,Dhule - 2,S132
952,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53,Maharashtra,Dindori  - 20,S1320
953,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97,Maharashtra,Gadchiroli - Chimur - 12,S1312
954,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14,Maharashtra,Hatkanangale - 48,S1348
955,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49,Maharashtra,Hingoli - 15,S1315
956,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67,Maharashtra,Jalgaon - 3,S133
957,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59,Maharashtra,Jalna - 18,S1318
958,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38,Maharashtra,Kalyan - 24,S1324
959,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15,Maharashtra,Kolhapur - 47,S1347
960,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15,Maharashtra,Latur  - 41,S1341
961,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,618566,3647,622213,48.86,Maharashtra,Madha - 43,S1343
962,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81,Maharashtra,Maval - 33,S1333
963,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68,Maharashtra,Mumbai North - 26,S1326
964,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93,Maharashtra,Mumbai North Central - 29,S1329
965,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67,Maharashtra,Mumbai North East - 28,S1328
966,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4,Maharashtra,Mumbai North West - 27,S1327
967,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,Maharashtra,Mumbai South - 31,S1331
968,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73,Maharashtra,Mumbai South Central - 30,S1330
969,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08,Maharashtra,Nagpur - 10,S1310
970,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88,Maharashtra,Nanded - 16,S1316
971,ADV GOWAAL KAGADA PADAVI,Indian National Congress,744879,1119,745998,53.53,Maharashtra,Nandurbar - 1,S131
972,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85,Maharashtra,Nashik - 21,S1321
973,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),743597,5155,748752,58.45,Maharashtra,Osmanabad - 40,S1340
974,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69,Maharashtra,Palghar - 22,S1322
975,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17,Maharashtra,Parbhani - 17,S1317
976,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94,Maharashtra,Pune - 34,S1334
977,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17,Maharashtra,Raigad - 32,S1332
978,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94,Maharashtra,Ramtek  - 9,S139
979,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07,Maharashtra,Ratnagiri- Sindhudurg - 46,S1346
980,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84,Maharashtra,Raver - 4,S134
981,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91,Maharashtra,Sangli - 44,S1344
982,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67,Maharashtra,Satara - 45,S1345
983,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),475637,1263,476900,45,Maharashtra,Shirdi  - 38,S1338
984,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83,Maharashtra,Shirur - 36,S1336
985,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49,Maharashtra,Solapur - 42,S1342
986,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09,Maharashtra,Thane - 25,S1325
987,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68,Maharashtra,Wardha - 8,S138
988,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,Maharashtra,Yavatmal- Washim - 14,S1314
989,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,622144,2653,624797,47.14,Maharashtra,Ahmednagar - 37,S1337
990,ANUP SANJAY DHOTRE,Bharatiya Janata Party,454972,2058,457030,38.96,Maharashtra,Akola - 6,S136
991,BALWANT BASWANT WANKHADE,Indian National Congress,524136,2135,526271,44.84,Maharashtra,Amravati  - 7,S137
992,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56,Maharashtra,Aurangabad - 19,S1319
993,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85,Maharashtra,Baramati - 35,S1335
994,BAJRANG MANOHAR SONWANE,Nationalist Congress Party – Sharadchandra Pawar,682532,1418,683950,44.93,Maharashtra,Beed - 39,S1339
995,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56,Maharashtra,Bhandara Gondiya - 11,S1311
996,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar,498199,1265,499464,39.85,Maharashtra,Bhiwandi - 23,S1323
997,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289,1578,349867,31.53,Maharashtra,Buldhana - 5,S135
998,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88,Maharashtra,Chandrapur - 13,S1313
999,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89,Maharashtra,Dhule - 2,S132
1000,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53,Maharashtra,Dindori  - 20,S1320
1001,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97,Maharashtra,Gadchiroli - Chimur - 12,S1312
1002,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14,Maharashtra,Hatkanangale - 48,S1348
1003,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49,Maharashtra,Hingoli - 15,S1315
1004,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67,Maharashtra,Jalgaon - 3,S133
1005,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59,Maharashtra,Jalna - 18,S1318
1006,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38,Maharashtra,Kalyan - 24,S1324
1007,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15,Maharashtra,Kolhapur - 47,S1347
1008,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15,Maharashtra,Latur  - 41,S1341
1009,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,618566,3647,622213,48.86,Maharashtra,Madha - 43,S1343
1010,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81,Maharashtra,Maval - 33,S1333
1011,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68,Maharashtra,Mumbai North - 26,S1326
1012,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93,Maharashtra,Mumbai North Central - 29,S1329
1013,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67,Maharashtra,Mumbai North East - 28,S1328
1014,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4,Maharashtra,Mumbai North West - 27,S1327
1015,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,Maharashtra,Mumbai South - 31,S1331
1016,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73,Maharashtra,Mumbai South Central - 30,S1330
1017,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08,Maharashtra,Nagpur - 10,S1310
1018,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88,Maharashtra,Nanded - 16,S1316
1019,ADV GOWAAL KAGADA PADAVI,Indian National Congress,744879,1119,745998,53.53,Maharashtra,Nandurbar - 1,S131
1020,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85,Maharashtra,Nashik - 21,S1321
1021,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),743597,5155,748752,58.45,Maharashtra,Osmanabad - 40,S1340
1022,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69,Maharashtra,Palghar - 22,S1322
1023,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17,Maharashtra,Parbhani - 17,S1317
1024,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94,Maharashtra,Pune - 34,S1334
1025,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17,Maharashtra,Raigad - 32,S1332
1026,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94,Maharashtra,Ramtek  - 9,S139
1027,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07,Maharashtra,Ratnagiri- Sindhudurg - 46,S1346
1028,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84,Maharashtra,Raver - 4,S134
1029,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91,Maharashtra,Sangli - 44,S1344
1030,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67,Maharashtra,Satara - 45,S1345
1031,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),475637,1263,476900,45,Maharashtra,Shirdi  - 38,S1338
1032,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83,Maharashtra,Shirur - 36,S1336
1033,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49,Maharashtra,Solapur - 42,S1342
1034,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09,Maharashtra,Thane - 25,S1325
1035,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68,Maharashtra,Wardha - 8,S138
1036,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,Maharashtra,Yavatmal- Washim - 14,S1314
1037,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,622144,2653,624797,47.14,Maharashtra,Ahmednagar - 37,S1337
1038,ANUP SANJAY DHOTRE,Bharatiya Janata Party,454972,2058,457030,38.96,Maharashtra,Akola - 6,S136
1039,BALWANT BASWANT WANKHADE,Indian National Congress,524136,2135,526271,44.84,Maharashtra,Amravati  - 7,S137
1040,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56,Maharashtra,Aurangabad - 19,S1319
1041,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85,Maharashtra,Baramati - 35,S1335
1042,BAJRANG MANOHAR SONWANE,Nationalist Congress Party – Sharadchandra Pawar,682532,1418,683950,44.93,Maharashtra,Beed - 39,S1339
1043,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56,Maharashtra,Bhandara Gondiya - 11,S1311
1044,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar,498199,1265,499464,39.85,Maharashtra,Bhiwandi - 23,S1323
1045,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289,1578,349867,31.53,Maharashtra,Buldhana - 5,S135
1046,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88,Maharashtra,Chandrapur - 13,S1313
1047,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89,Maharashtra,Dhule - 2,S132
1048,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53,Maharashtra,Dindori  - 20,S1320
1049,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97,Maharashtra,Gadchiroli - Chimur - 12,S1312
1050,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14,Maharashtra,Hatkanangale - 48,S1348
1051,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49,Maharashtra,Hingoli - 15,S1315
1052,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67,Maharashtra,Jalgaon - 3,S133
1053,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59,Maharashtra,Jalna - 18,S1318
1054,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38,Maharashtra,Kalyan - 24,S1324
1055,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15,Maharashtra,Kolhapur - 47,S1347
1056,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15,Maharashtra,Latur  - 41,S1341
1057,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,618566,3647,622213,48.86,Maharashtra,Madha - 43,S1343
1058,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81,Maharashtra,Maval - 33,S1333
1059,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68,Maharashtra,Mumbai North - 26,S1326
1060,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93,Maharashtra,Mumbai North Central - 29,S1329
1061,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67,Maharashtra,Mumbai North East - 28,S1328
1062,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4,Maharashtra,Mumbai North West - 27,S1327
1063,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,Maharashtra,Mumbai South - 31,S1331
1064,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73,Maharashtra,Mumbai South Central - 30,S1330
1065,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08,Maharashtra,Nagpur - 10,S1310
1066,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88,Maharashtra,Nanded - 16,S1316
1067,ADV GOWAAL KAGADA PADAVI,Indian National Congress,744879,1119,745998,53.53,Maharashtra,Nandurbar - 1,S131
1068,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85,Maharashtra,Nashik - 21,S1321
1069,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),743597,5155,748752,58.45,Maharashtra,Osmanabad - 40,S1340
1070,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69,Maharashtra,Palghar - 22,S1322
1071,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17,Maharashtra,Parbhani - 17,S1317
1072,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94,Maharashtra,Pune - 34,S1334
1073,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17,Maharashtra,Raigad - 32,S1332
1074,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94,Maharashtra,Ramtek  - 9,S139
1075,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07,Maharashtra,Ratnagiri- Sindhudurg - 46,S1346
1076,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84,Maharashtra,Raver - 4,S134
1077,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91,Maharashtra,Sangli - 44,S1344
1078,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67,Maharashtra,Satara - 45,S1345
1079,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),475637,1263,476900,45,Maharashtra,Shirdi  - 38,S1338
1080,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83,Maharashtra,Shirur - 36,S1336
1081,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49,Maharashtra,Solapur - 42,S1342
1082,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09,Maharashtra,Thane - 25,S1325
1083,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68,Maharashtra,Wardha - 8,S138
